ObjectType,x,y,z
BorderObj,142.04,0,-94.41632
BorderObj,-57.91335,0,-92.41632
BorderObj,142.04,0,-92.41632
BorderObj,-57.91335,0,-90.41632
BorderObj,142.04,0,-90.41632
BorderObj,-57.91335,0,-88.41632
BorderObj,142.04,0,-88.41632
BorderObj,-57.91335,0,-86.41632
BorderObj,142.04,0,-86.41632
BorderObj,-57.91335,0,-84.41632
BorderObj,142.04,0,-84.41632
BorderObj,-57.91335,0,-82.41632
BorderObj,142.04,0,-82.41632
BorderObj,-57.91335,0,-80.41632
BorderObj,142.04,0,-80.41632
BorderObj,-57.91335,0,-78.41632
BorderObj,142.04,0,-78.41632
BorderObj,-57.91335,0,-76.41632
BorderObj,142.04,0,-76.41632
BorderObj,-57.91335,0,-74.41632
BorderObj,142.04,0,-74.41632
BorderObj,-57.91335,0,-72.41632
BorderObj,142.04,0,-72.41632
BorderObj,-57.91335,0,-70.41632
BorderObj,142.04,0,-70.41632
BorderObj,-57.91335,0,-68.41632
BorderObj,142.04,0,-68.41632
BorderObj,-57.91335,0,-66.41632
BorderObj,142.04,0,-66.41632
BorderObj,-57.91335,0,-64.41632
BorderObj,142.04,0,-64.41632
BorderObj,-57.91335,0,-62.41632
BorderObj,142.04,0,-62.41632
BorderObj,-57.91335,0,-60.41632
BorderObj,142.04,0,-60.41632
BorderObj,-57.91335,0,-58.41632
BorderObj,142.04,0,-58.41632
BorderObj,-57.91335,0,-56.41632
BorderObj,142.04,0,-56.41632
BorderObj,-57.91335,0,-54.41632
BorderObj,142.04,0,-54.41632
BorderObj,-57.91335,0,-52.41632
BorderObj,142.04,0,-52.41632
BorderObj,-57.91335,0,-50.41632
BorderObj,142.04,0,-50.41632
BorderObj,-57.91335,0,-48.41632
BorderObj,142.04,0,-48.41632
BorderObj,-57.91335,0,-46.41632
BorderObj,142.04,0,-46.41632
BorderObj,-57.91335,0,-44.41632
BorderObj,142.04,0,-44.41632
BorderObj,-57.91335,0,-42.41632
BorderObj,142.04,0,-42.41632
BorderObj,-57.91335,0,-40.41632
BorderObj,142.04,0,-40.41632
BorderObj,-57.91335,0,-38.41632
BorderObj,142.04,0,-38.41632
BorderObj,-57.91335,0,-36.41632
BorderObj,142.04,0,-36.41632
BorderObj,-57.91335,0,-34.41632
BorderObj,142.04,0,-34.41632
BorderObj,-57.91335,0,-32.41632
BorderObj,142.04,0,-32.41632
BorderObj,-57.91335,0,-30.41632
BorderObj,142.04,0,-30.41632
BorderObj,-57.91335,0,-28.41632
BorderObj,142.04,0,-28.41632
BorderObj,-57.91335,0,-26.41632
BorderObj,142.04,0,-26.41632
BorderObj,-57.91335,0,-24.41632
BorderObj,142.04,0,-24.41632
BorderObj,-57.91335,0,-22.41632
BorderObj,142.04,0,-22.41632
BorderObj,-57.91335,0,-20.41632
BorderObj,142.04,0,-20.41632
BorderObj,-57.91335,0,-18.41632
BorderObj,142.04,0,-18.41632
BorderObj,-57.91335,0,-16.41632
BorderObj,142.04,0,-16.41632
BorderObj,-57.91335,0,-14.41632
BorderObj,142.04,0,-14.41632
BorderObj,-57.91335,0,-12.41632
BorderObj,142.04,0,-12.41632
BorderObj,-57.91335,0,-10.41632
BorderObj,142.04,0,-10.41632
BorderObj,-57.91335,0,-8.416321
BorderObj,142.04,0,-8.416321
BorderObj,-57.91335,0,-6.416321
BorderObj,142.04,0,-6.416321
BorderObj,-57.91335,0,-4.416321
BorderObj,142.04,0,-4.416321
BorderObj,-57.91335,0,-2.416321
BorderObj,142.04,0,-2.416321
BorderObj,-57.91335,0,-0.4163208
BorderObj,142.04,0,-0.4163208
BorderObj,-57.91335,0,1.583679
BorderObj,142.04,0,1.583679
BorderObj,-57.91335,0,3.583679
BorderObj,142.04,0,3.583679
BorderObj,-57.91335,0,5.583679
BorderObj,142.04,0,5.583679
BorderObj,-57.91335,0,7.583679
BorderObj,142.04,0,7.583679
BorderObj,-57.91335,0,9.583679
BorderObj,142.04,0,9.583679
BorderObj,-57.91335,0,11.58368
BorderObj,142.04,0,11.58368
BorderObj,-57.91335,0,13.58368
BorderObj,142.04,0,13.58368
BorderObj,-57.91335,0,15.58368
BorderObj,142.04,0,15.58368
BorderObj,-57.91335,0,17.58368
BorderObj,142.04,0,17.58368
BorderObj,-57.91335,0,19.58368
BorderObj,142.04,0,19.58368
BorderObj,-57.91335,0,21.58368
BorderObj,142.04,0,21.58368
BorderObj,-57.91335,0,23.58368
BorderObj,142.04,0,23.58368
BorderObj,-57.91335,0,25.58368
BorderObj,142.04,0,25.58368
BorderObj,-57.91335,0,27.58368
BorderObj,142.04,0,27.58368
BorderObj,-57.91335,0,29.58368
BorderObj,142.04,0,29.58368
BorderObj,-57.91335,0,31.58368
BorderObj,142.04,0,31.58368
BorderObj,-57.91335,0,33.58368
BorderObj,142.04,0,33.58368
BorderObj,-57.91335,0,35.58368
BorderObj,142.04,0,35.58368
BorderObj,-57.91335,0,37.58368
BorderObj,142.04,0,37.58368
BorderObj,-57.91335,0,39.58368
BorderObj,142.04,0,39.58368
BorderObj,-57.91335,0,41.58368
BorderObj,142.04,0,41.58368
BorderObj,-57.91335,0,43.58368
BorderObj,142.04,0,43.58368
BorderObj,-57.91335,0,45.58368
BorderObj,142.04,0,45.58368
BorderObj,-57.91335,0,47.58368
BorderObj,142.04,0,47.58368
BorderObj,-57.91335,0,49.58368
BorderObj,142.04,0,49.58368
BorderObj,-57.91335,0,51.58368
BorderObj,142.04,0,51.58368
BorderObj,-57.91335,0,53.58368
BorderObj,142.04,0,53.58368
BorderObj,-57.91335,0,55.58368
BorderObj,142.04,0,55.58368
BorderObj,-57.91335,0,57.58368
BorderObj,142.04,0,57.58368
BorderObj,-57.91335,0,59.58368
BorderObj,142.04,0,59.58368
BorderObj,-57.91335,0,61.58368
BorderObj,142.04,0,61.58368
BorderObj,-57.91335,0,63.58368
BorderObj,142.04,0,63.58368
BorderObj,-57.91335,0,65.58368
BorderObj,142.04,0,65.58368
BorderObj,-57.91335,0,67.58368
BorderObj,142.04,0,67.58368
BorderObj,-57.91335,0,69.58368
BorderObj,142.04,0,69.58368
BorderObj,-57.91335,0,71.58368
BorderObj,142.04,0,71.58368
BorderObj,-57.91335,0,73.58368
BorderObj,142.04,0,73.58368
BorderObj,-57.91335,0,75.58368
BorderObj,142.04,0,75.58368
BorderObj,-57.91335,0,77.58368
BorderObj,142.04,0,77.58368
BorderObj,-57.91335,0,79.58368
BorderObj,142.04,0,79.58368
BorderObj,-57.91335,0,81.58368
BorderObj,142.04,0,81.58368
BorderObj,-57.91335,0,83.58368
BorderObj,142.04,0,83.58368
Obstacle,109.5123,0,0.8035431
Obstacle,-17.10993,0,72.58191
Obstacle,36.40016,0,-68.21649
Obstacle,54.71606,0,44.54541
Obstacle,30.0264,0,-88.33529
Obstacle,45.59134,0,47.52127
Obstacle,31.06078,0,-84.83133
Obstacle,28.47292,0,77.03818
Obstacle,5.498119,0,-94.52335
Obstacle,15.35059,0,-52.02377
Obstacle,-46.8371,0,70.1949
Obstacle,25.84411,0,-42.2261
Obstacle,67.86248,0,-39.04564
Obstacle,47.70125,0,-98.16615
Obstacle,-15.91644,0,53.54482
Obstacle,128.8414,0,30.04663
Obstacle,6.515427,0,6.388855
Obstacle,111.2139,0,74.95811
Obstacle,22.6817,0,45.56326
Obstacle,118.5806,0,32.41533
Obstacle,2.968468,0,-21.99818
Obstacle,56.24283,0,-15.66312
Obstacle,141.7548,0,-26.46007
Obstacle,76.39823,0,47.94481
Obstacle,-3.244724,0,64.72579
Obstacle,67.84584,0,49.9102
Obstacle,-36.27209,0,75.46791
Obstacle,73.02714,0,80.61684
Obstacle,74.2609,0,-44.16974
Obstacle,73.2547,0,84.40328
Obstacle,90.21098,0,-26.6087
Obstacle,48.74798,0,-94.14801
Obstacle,-48.7865,0,-9.279442
Obstacle,100.4828,0,-90.76338
Obstacle,141.7859,0,-97.90306
Obstacle,137.8985,0,-5.073971
Obstacle,97.08055,0,-73.70216
Obstacle,40.51635,0,-87.71446
Obstacle,-12.32701,0,-27.55388
Obstacle,75.8063,0,-49.76935
Obstacle,86.03496,0,-44.78735
Obstacle,76.88532,0,45.60727
Obstacle,123.9746,0,47.39049
Obstacle,-40.4827,0,12.94066
Obstacle,-31.3615,0,7.153568
Obstacle,-57.17519,0,-59.50201
Obstacle,95.79132,0,-54.86853
Obstacle,52.53387,0,68.85199
Obstacle,43.9677,0,60.49736
Obstacle,-37.32847,0,-80.55203
Obstacle,14.5085,0,43.91368
Obstacle,132.223,0,-45.487
Obstacle,76.63893,0,-15.76712
Obstacle,30.64622,0,35.53264
Obstacle,133.6675,0,-113.1019
Obstacle,-38.16257,0,-68.33346
Obstacle,39.97217,0,-64.39136
Obstacle,-47.08781,0,-95.18154
Obstacle,112.9514,0,13.90142
Obstacle,-2.484371,0,49.69302
Obstacle,-44.65122,0,-80.11547
Obstacle,-0.3770981,0,7.442215
Obstacle,-1.155449,0,-8.25655
Obstacle,-0.1835747,0,-109.4019
Obstacle,104.542,0,26.09532
Obstacle,113.93,0,-85.22504
Obstacle,126.4532,0,31.93063
Obstacle,100.5852,0,80.91631
Obstacle,124.9062,0,2.945324
Obstacle,46.65563,0,-55.88969
Obstacle,-9.426918,0,7.411556
Obstacle,36.27234,0,28.26963
Obstacle,51.55255,0,28.08128
Obstacle,126.1548,0,-47.6246
Obstacle,31.97633,0,14.67279
Obstacle,127.0089,0,62.1743
Obstacle,10.40961,0,16.08274
Obstacle,86.76292,0,-56.49646
Obstacle,17.02647,0,-88.66295
Obstacle,-43.99798,0,31.56827
Obstacle,113.5812,0,-54.61761
Obstacle,-51.37605,0,-111.5575
Obstacle,141.165,0,-90.14329
Obstacle,-55.08062,0,52.71384
Obstacle,113.3254,0,10.64088
Obstacle,-1.89492,0,-24.48211
Obstacle,-31.86142,0,-60.5391
Obstacle,2.258408,0,-29.34087
Obstacle,85.34245,0,-25.76242
Obstacle,119.8089,0,-40.11057
Obstacle,-36.83401,0,65.82789
Obstacle,62.14567,0,-32.28717
Obstacle,30.00645,0,11.76585
Obstacle,32.95007,0,-44.13499
Obstacle,48.64219,0,-32.48899
Obstacle,57.17013,0,70.65269
Obstacle,126.7647,0,-68.39574
Obstacle,26.94944,0,51.13451
Obstacle,46.56638,0,13.09811
Obstacle,-12.04055,0,65.13675
Obstacle,-40.16408,0,-75.85802
Obstacle,42.19142,0,50.52685
Obstacle,42.1058,0,-70.6107
Obstacle,93.11,0,-64.35245
Obstacle,32.58813,0,71.71118
Obstacle,129.7776,0,51.7209
Obstacle,112.087,0,45.13706
Obstacle,-15.9943,0,-2.947823
Obstacle,-55.67738,0,10.4098
Obstacle,-8.327324,0,80.55666
Obstacle,89.13506,0,39.25335
Obstacle,141.9265,0,-71.23433
Obstacle,10.99846,0,74.74488
Obstacle,-8.966808,0,-84.36192
Obstacle,119.5891,0,-59.34898
Obstacle,22.87196,0,79.3324
Obstacle,-11.07372,0,14.86856
Obstacle,-24.93801,0,-44.89691
Obstacle,114.5662,0,-43.80469
Obstacle,-52.30438,0,-1.519936
Obstacle,64.57556,0,-21.87004
Obstacle,31.52013,0,48.90842
Obstacle,13.38774,0,44.28395
Obstacle,28.01598,0,-81.17494
Obstacle,46.71889,0,-14.37286
Obstacle,85.62969,0,-77.15678
Obstacle,100.0021,0,-38.26332
Obstacle,1.40559,0,-104.546
Obstacle,-27.21139,0,-98.68459
Obstacle,81.38147,0,60.94059
Obstacle,-0.6213722,0,-102.8433
Obstacle,79.201,0,78.53252
Obstacle,114.4372,0,-51.27734
Obstacle,0.4603882,0,-68.57202
Obstacle,13.75935,0,80.85027
Obstacle,86.61563,0,10.6608
Obstacle,33.90373,0,18.37284
Obstacle,98.48228,0,-5.686459
Obstacle,44.49873,0,16.36144
Obstacle,82.91792,0,31.64387
Obstacle,72.69226,0,42.98593
Obstacle,-4.776066,0,-24.3135
Obstacle,120.5243,0,-18.75488
Obstacle,-49.85132,0,82.73653
Obstacle,-4.253239,0,-90.26166
Obstacle,-19.68384,0,30.04924
Obstacle,64.28428,0,20.7783
Obstacle,87.3916,0,-73.35148
Obstacle,103.8559,0,32.24588
Obstacle,-2.056057,0,-104.0836
Obstacle,14.02455,0,12.40548
Obstacle,105.8886,0,37.65017
Obstacle,63.22483,0,-50.42645
Obstacle,12.32178,0,-108.1337
Obstacle,123.7314,0,-71.90096
Obstacle,28.27463,0,46.01378
Obstacle,67.92905,0,42.72417
Obstacle,58.06372,0,16.4306
Obstacle,73.4257,0,-50.53565
Obstacle,22.36656,0,30.28421
Obstacle,-46.52415,0,-61.97044
Obstacle,-22.97373,0,43.94702
Obstacle,-27.14701,0,39.83919
Obstacle,46.63684,0,60.66689
Obstacle,74.29611,0,-50.1132
Obstacle,15.51656,0,-52.76034
Obstacle,107.6511,0,31.77645
Obstacle,137.8935,0,38.57968
Obstacle,46.65176,0,39.71925
Obstacle,55.61163,0,62.70818
Obstacle,91.27528,0,62.26407
Obstacle,-13.11163,0,-37.40771
Obstacle,31.13855,0,-10.96282
Obstacle,14.13913,0,-84.97245
Obstacle,107.7803,0,12.69977
Obstacle,85.53107,0,80.86245
Obstacle,122.0231,0,9.470592
Obstacle,-41.84375,0,-75.87051
Obstacle,91.6404,0,72.66026
Obstacle,21.11182,0,-5.230099
Obstacle,48.19245,0,-97.64522
Obstacle,117.4459,0,-71.41969
Obstacle,39.12727,0,57.3012
Obstacle,73.49378,0,-8.859703
Obstacle,15.91048,0,-51.99486
Obstacle,77.38396,0,52.44615
Obstacle,132.9959,0,21.42933
Obstacle,-21.6123,0,-55.25902
Obstacle,-2.452858,0,-43.12365
Obstacle,61.14607,0,-81.79322
Obstacle,-1.808086,0,76.79983
Obstacle,-21.33803,0,-70.31729
Obstacle,128.194,0,-108.728
Obstacle,133.6597,0,-107.7491
Obstacle,112.5268,0,-46.79087
Obstacle,74.19485,0,-22.45521
Obstacle,93.3242,0,66.45441
Obstacle,100.868,0,51.46724
Obstacle,3.619892,0,21.68409
Obstacle,132.6533,0,-27.1581
Obstacle,56.10017,0,62.16285
Obstacle,-11.34028,0,32.12535
Obstacle,45.59934,0,-29.37424
Obstacle,16.99195,0,-47.34873
Obstacle,54.35847,0,45.11711
Obstacle,-22.70111,0,-106.4869
Obstacle,98.55948,0,12.79451
Obstacle,-51.12935,0,0.5983772
Obstacle,15.69967,0,-94.97367
Obstacle,-6.264095,0,-29.42542
Obstacle,117.5066,0,-35.40411
Obstacle,67.01546,0,-37.52097
Obstacle,11.67296,0,-105.753
Obstacle,21.09635,0,52.99644
Obstacle,-29.67506,0,17.20726
Obstacle,26.34081,0,-93.76767
Obstacle,-26.01583,0,-48.44313
Obstacle,51.04065,0,29.15003
Obstacle,135.7901,0,-33.25086
Obstacle,5.600876,0,-12.42385
Obstacle,56.5567,0,-13.5458
Obstacle,99.57838,0,-13.28155
Obstacle,-7.160576,0,1.551376
Obstacle,-11.7521,0,1.128883
Obstacle,76.79682,0,33.26219
Obstacle,124.1403,0,71.85987
Obstacle,81.38869,0,-73.59752
Obstacle,28.69367,0,-95.07399
Obstacle,103.5764,0,65.89669
Obstacle,108.5663,0,0.1391907
Obstacle,94.02233,0,54.79637
Obstacle,78.56039,0,12.78002
Obstacle,24.97852,0,3.545555
Obstacle,33.0676,0,-4.912289
Obstacle,-4.658146,0,9.16663
Obstacle,16.98631,0,-109.3128
Obstacle,81.43817,0,64.04225
Obstacle,-3.862705,0,-59.23553
Obstacle,129.2124,0,50.88221
Obstacle,42.93958,0,-37.20345
Obstacle,127.0009,0,-104.3577
Obstacle,-28.0952,0,-88.07143
Obstacle,-32.99806,0,-88.64587
Obstacle,-8.24192,0,-108.7849
Obstacle,-15.09581,0,-63.10309
Obstacle,72.25379,0,-50.32906
Obstacle,28.59261,0,-79.15057
Obstacle,-42.50995,0,-13.47484
Obstacle,62.54831,0,49.99915
Obstacle,91.70008,0,18.62097
Obstacle,33.47659,0,15.84205
Obstacle,54.62572,0,63.61883
Obstacle,48.74173,0,1.162392
Obstacle,4.514301,0,15.11011
Obstacle,-52.30362,0,21.51597
Obstacle,74.03939,0,49.0461
Obstacle,79.87396,0,-68.58933
Obstacle,-3.302433,0,-84.12732
Obstacle,-52.43303,0,60.29046
Obstacle,59.3735,0,-55.44727
Obstacle,-42.73804,0,-3.588284
Obstacle,-45.75867,0,-39.47796
Obstacle,84.25324,0,17.66908
Target,43.02031,0.5,-13.64789
Target,48.02031,0,-8.647888
Target,53.02031,0,-3.647888
Target,58.02031,0,1.352112
Target,63.02031,0,6.352112
Target,68.02031,0,11.35211
Target,73.02031,0,16.35211
Target,78.02031,0,21.35211
Target,83.02031,0,26.35211
ObjectType,x,y,z
Corner,-153.3447,0,210.7679
Corner,46.60865,0,210.7679
Corner,46.60865,0,11.54696
Corner,-153.3447,0,11.54696
BorderObj,-151.3447,0,210.7679
BorderObj,-151.3447,0,11.54696
BorderObj,-149.3447,0,210.7679
BorderObj,-149.3447,0,11.54696
BorderObj,-147.3447,0,210.7679
BorderObj,-147.3447,0,11.54696
BorderObj,-145.3447,0,210.7679
BorderObj,-145.3447,0,11.54696
BorderObj,-143.3447,0,210.7679
BorderObj,-143.3447,0,11.54696
BorderObj,-141.3447,0,210.7679
BorderObj,-141.3447,0,11.54696
BorderObj,-139.3447,0,210.7679
BorderObj,-139.3447,0,11.54696
BorderObj,-137.3447,0,210.7679
BorderObj,-137.3447,0,11.54696
BorderObj,-135.3447,0,210.7679
BorderObj,-135.3447,0,11.54696
BorderObj,-133.3447,0,210.7679
BorderObj,-133.3447,0,11.54696
BorderObj,-131.3447,0,210.7679
BorderObj,-131.3447,0,11.54696
BorderObj,-129.3447,0,210.7679
BorderObj,-129.3447,0,11.54696
BorderObj,-127.3447,0,210.7679
BorderObj,-127.3447,0,11.54696
BorderObj,-125.3447,0,210.7679
BorderObj,-125.3447,0,11.54696
BorderObj,-123.3447,0,210.7679
BorderObj,-123.3447,0,11.54696
BorderObj,-121.3447,0,210.7679
BorderObj,-121.3447,0,11.54696
BorderObj,-119.3447,0,210.7679
BorderObj,-119.3447,0,11.54696
BorderObj,-117.3447,0,210.7679
BorderObj,-117.3447,0,11.54696
BorderObj,-115.3447,0,210.7679
BorderObj,-115.3447,0,11.54696
BorderObj,-113.3447,0,210.7679
BorderObj,-113.3447,0,11.54696
BorderObj,-111.3447,0,210.7679
BorderObj,-111.3447,0,11.54696
BorderObj,-109.3447,0,210.7679
BorderObj,-109.3447,0,11.54696
BorderObj,-107.3447,0,210.7679
BorderObj,-107.3447,0,11.54696
BorderObj,-105.3447,0,210.7679
BorderObj,-105.3447,0,11.54696
BorderObj,-103.3447,0,210.7679
BorderObj,-103.3447,0,11.54696
BorderObj,-101.3447,0,210.7679
BorderObj,-101.3447,0,11.54696
BorderObj,-99.34468,0,210.7679
BorderObj,-99.34468,0,11.54696
BorderObj,-97.34468,0,210.7679
BorderObj,-97.34468,0,11.54696
BorderObj,-95.34468,0,210.7679
BorderObj,-95.34468,0,11.54696
BorderObj,-93.34468,0,210.7679
BorderObj,-93.34468,0,11.54696
BorderObj,-91.34468,0,210.7679
BorderObj,-91.34468,0,11.54696
BorderObj,-89.34468,0,210.7679
BorderObj,-89.34468,0,11.54696
BorderObj,-87.34468,0,210.7679
BorderObj,-87.34468,0,11.54696
BorderObj,-85.34468,0,210.7679
BorderObj,-85.34468,0,11.54696
BorderObj,-83.34468,0,210.7679
BorderObj,-83.34468,0,11.54696
BorderObj,-81.34468,0,210.7679
